seed,mean_balanced_accuracy,population_standard_deviation,minimum,maximum
20260829,0.708398322851153,0.03187051634692003,0.6759259259259259,0.7685185185185185
20260830,0.6913822501747029,0.04263671697705371,0.6132075471698113,0.7407407407407407
20260831,0.702816212438854,0.03247405876439934,0.6603773584905661,0.7592592592592593
