fold,seed,epoch,training_loss,internal_validation_loss,improved
fold_1,20260830,5,0.6378276262964521,0.6567728825104542,True
fold_1,20260830,6,0.6245343117486863,0.6472673324438242,True
fold_1,20260830,7,0.6312491326105028,0.6497330069541931,False
fold_1,20260830,8,0.634643710794903,0.6591625381738712,False
fold_1,20260830,9,0.6215237478415171,0.6293271489632435,True
fold_1,20260830,10,0.6306116580963135,0.6751843935404068,False
fold_1,20260830,11,0.6371551411492484,0.6486586133639017,False
fold_1,20260830,12,0.6202203148887271,0.6270274718602499,True
fold_1,20260830,13,0.6175380235626584,0.6444636629177973,False
fold_1,20260830,14,0.6072507869629633,0.6294534588471438,False
fold_1,20260830,15,0.5980629168805622,0.6056527311985309,True
fold_1,20260830,16,0.580050011475881,0.5902312734188178,True
fold_1,20260830,17,0.568399829523904,0.57621147388067,True
fold_1,20260830,18,0.5987363670553479,0.6013728334353521,False
fold_1,20260830,19,0.5563306581406366,0.6012182510816134,False
fold_1,20260830,20,0.5516781906286875,0.5932751718239907,False
fold_1,20260830,21,0.5478836056731996,0.5701461021716778,True
fold_1,20260830,22,0.5455848446914128,0.5760473738878201,False
fold_1,20260830,23,0.5343970244839078,0.5727183115787995,False
fold_1,20260830,24,0.5227111549604506,0.5795845618614783,False
fold_1,20260830,25,0.5135584672292074,0.6454785603743333,False
fold_1,20260830,26,0.5117498153731936,0.5572715126551114,True
fold_1,20260830,27,0.5017031033833822,0.568714420000712,False
fold_1,20260830,28,0.4989812487647647,0.5580575810028956,False
fold_1,20260830,29,0.5277442066442399,0.5737973910111648,False
fold_1,20260830,30,0.49802885736737934,0.5850344269703596,False
fold_1,20260830,31,0.49931827897117254,0.5776505730090997,False
fold_1,20260830,32,0.5036096728983379,0.580588820653084,False
fold_1,20260830,33,0.48079894412131535,0.58736019103955,False
fold_1,20260830,34,0.47353199266252066,0.5911127390005649,False
fold_1,20260830,35,0.4534461370536259,0.652957408856123,False
fold_1,20260830,36,0.4547338074161893,0.585812753591782,False
fold_1,20260830,37,0.440700820514134,0.639849005601345,False
fold_1,20260830,38,0.4544967732259205,0.6175167300762274,False
fold_1,20260831,1,0.6935998400052389,0.6940030914086562,True
fold_1,20260831,2,0.6796359504972186,0.6948501284305866,False
fold_1,20260831,3,0.667730314391,0.6923058919417553,True
fold_1,20260831,4,0.6507199378240676,0.6994691460560529,False
fold_1,20260831,5,0.6479389823618389,0.6731639336317014,True
fold_1,20260831,6,0.6399539084661574,0.6616799953656319,True
fold_1,20260831,7,0.6171919306119283,0.6297472898776715,True
fold_1,20260831,8,0.6137886558260236,0.6333556068249238,False
fold_1,20260831,9,0.6200496298926217,0.6224879897557772,True
fold_1,20260831,10,0.6066207005864098,0.6062731314928104,True
fold_1,20260831,11,0.6001424675896054,0.6340450461094196,False
fold_1,20260831,12,0.6200699195975349,0.6180502191568032,False
fold_1,20260831,13,0.5893969195229667,0.6081678928473057,False
fold_1,20260831,14,0.5837265976837703,0.5940837997656602,True
fold_1,20260831,15,0.5709322307791028,0.6395383950991508,False
fold_1,20260831,16,0.5844160375140962,0.6076228557488857,False
fold_1,20260831,17,0.5693340386663165,0.5774116852344611,True
fold_1,20260831,18,0.5514886137985048,0.5740866095591814,True
fold_1,20260831,19,0.5501678997562045,0.6026424414072281,False
fold_1,20260831,20,0.5865539979367029,0.582592248916626,False
fold_1,20260831,21,0.5468101742721739,0.5676094813224597,True
fold_1,20260831,22,0.525984545548757,0.5843767516123943,False
fold_1,20260831,23,0.5120386864457812,0.5537182688713074,True
fold_1,20260831,24,0.5078209581829253,0.6437338040425227,False
fold_1,20260831,25,0.555492578517823,0.5692600439756345,False
fold_1,20260831,26,0.4967528468086606,0.5607094153379782,False
fold_1,20260831,27,0.48330666763441904,0.5699396431446075,False
fold_1,20260831,28,0.48408535974366323,0.5416241272901877,True
fold_1,20260831,29,0.4743128113803409,0.6127633375999255,False
fold_1,20260831,30,0.5040723695641472,0.601726403603187,False
fold_1,20260831,31,0.4582203137023108,0.5523849320717347,False
fold_1,20260831,32,0.42982815986587886,0.6365286937126746,False
fold_1,20260831,33,0.4834710054454349,0.7180768618216882,False
fold_1,20260831,34,0.5074266961642674,0.5909964702068231,False
fold_1,20260831,35,0.44126727325575693,0.5903713076542585,False
fold_1,20260831,36,0.42743257539612906,0.6363067718652579,False
fold_1,20260831,37,0.4045758332524981,0.6611843422437326,False
fold_1,20260831,38,0.4134267625354585,0.6224123850846902,False
fold_1,20260831,39,0.4330168848945981,0.7096467831960092,False
fold_1,20260831,40,0.40022585363615126,0.6260838630871896,False
fold_2,20260829,1,0.6934379323635226,0.6882968198169361,True
fold_2,20260829,2,0.6820076045647167,0.682725989818573,True
fold_2,20260829,3,0.6559582044875699,0.6708547104488719,True
fold_2,20260829,4,0.6484255693317239,0.6716410322622819,False
fold_2,20260829,5,0.6311470121145248,0.678659958189184,False
fold_2,20260829,6,0.6001056705424989,0.7022538553584706,False
fold_2,20260829,7,0.6247425764993905,0.6876264691352845,False
fold_2,20260829,8,0.5974999907749151,0.6808126655491915,False
fold_2,20260829,9,0.5986402262659634,0.6862391287630255,False
fold_2,20260829,10,0.5755918579163894,0.7585377389734441,False
fold_2,20260829,11,0.592271563079622,0.678350398757241,False
fold_2,20260829,12,0.5909568871937546,0.6665591933510521,True
fold_2,20260829,13,0.5630341733203215,0.7480822844938798,False
fold_2,20260829,14,0.5627091390634674,0.6682961658997969,False
fold_2,20260829,15,0.5697721632477505,0.6543269254944541,True
fold_2,20260829,16,0.558950366342769,0.6511451471935619,True
fold_2,20260829,17,0.5519512671660753,0.6485831531611356,True
fold_2,20260829,18,0.5496224016925089,0.636180107160048,True
fold_2,20260829,19,0.5236143465914758,0.643355935270136,False
fold_2,20260829,20,0.5398427302541297,0.709436169537631,False
fold_2,20260829,21,0.5193352138294893,0.6258570649407127,True
fold_2,20260829,22,0.5227395951553108,0.6351650779897516,False
fold_2,20260829,23,0.5016907562617383,0.6296362822706049,False
fold_2,20260829,24,0.5205057617885614,0.6386574311689897,False
fold_2,20260829,25,0.5003662635298336,0.6274341214786876,False
fold_2,20260829,26,0.4946082464230606,0.6582928343252702,False
fold_2,20260829,27,0.599892862676795,0.6240140795707703,True
fold_2,20260829,28,0.50504681954976,0.6140779050913724,True
fold_2,20260829,29,0.4949190733479519,0.6062866839495572,True
fold_2,20260829,30,0.4828573738048279,0.6290755694562739,False
fold_2,20260829,31,0.46572665685142567,0.6010957132686269,True
fold_2,20260829,32,0.49643107177385315,0.6365360834381797,False
fold_2,20260829,33,0.47683269915237925,0.6465052604675293,False
fold_2,20260829,34,0.4531659209139012,0.6198618086901578,False
fold_2,20260829,35,0.4472379731196983,0.6257487026127901,False
fold_2,20260829,36,0.4578741734323938,0.6265666300600226,False
fold_2,20260829,37,0.4540585133374906,0.6095927531068975,False
fold_2,20260829,38,0.4374146821841695,0.6923677856271917,False
fold_2,20260829,39,0.4434416432396259,0.6034627827731046,False
fold_2,20260829,40,0.4365537369173337,0.6660942847078497,False
fold_2,20260829,41,0.4925440185356374,0.6085666255517439,False
fold_2,20260829,42,0.4387380664839464,0.5980262236161665,True
fold_2,20260829,43,0.39804688329790155,0.6234853462739425,False
fold_2,20260829,44,0.40556197501475516,0.716418305310336,False
fold_2,20260829,45,0.3983522595143786,0.7410485077988017,False
fold_2,20260829,46,0.43993090122353795,0.6137895638292487,False
fold_2,20260829,47,0.4149717041869569,0.640223397991874,False
fold_2,20260829,48,0.39673788290397793,0.6255751729011536,False
fold_2,20260829,49,0.3756747592508403,0.6880922507156025,False
fold_2,20260829,50,0.40337929149079166,0.6590739640322598,False
fold_2,20260829,51,0.4715837847952749,0.6122044845060869,False
fold_2,20260829,52,0.4751344808176452,0.6145839192650535,False
fold_2,20260829,53,0.4129532850256153,0.6237485441294583,False
fold_2,20260829,54,0.3819483300439673,0.6160526010123166,False
fold_2,20260830,1,0.691921778753692,0.6864540587772022,True
fold_2,20260830,2,0.6779460447286468,0.6804949988018383,True
fold_2,20260830,3,0.668225466036329,0.6691406315023248,True
fold_2,20260830,4,0.642616295931386,0.6606088269840588,True
fold_2,20260830,5,0.6224720629991269,0.659890429540114,True
fold_2,20260830,6,0.6183533158177644,0.662052723494443,False
fold_2,20260830,7,0.6125054110109417,0.6563838471065868,True
fold_2,20260830,8,0.599385063632641,0.6584443840113553,False
fold_2,20260830,9,0.5863504869485993,0.6989061734893105,False
fold_2,20260830,10,0.596181268785514,0.6649047125469555,False
fold_2,20260830,11,0.598688077692892,0.6640016436576843,False
fold_2,20260830,12,0.5855818603163451,0.6601953582330183,False
fold_2,20260830,13,0.5815592817231721,0.6618716543371027,False
fold_2,20260830,14,0.5775088897717544,0.6651771079410206,False
fold_2,20260830,15,0.5834997350873511,0.6783458243716847,False
fold_2,20260830,16,0.5648113590439939,0.6825964309952476,False
fold_2,20260830,17,0.5538656812867307,0.6617305170405995,False
fold_2,20260830,18,0.5537108163428462,0.665337679602883,False
fold_2,20260830,19,0.540791665416917,0.6707689041441137,False
fold_2,20260831,1,0.6939521233240763,0.6895905462178317,True
fold_2,20260831,2,0.6856142746077644,0.6759943051771684,True
fold_2,20260831,3,0.667271284496083,0.670309089530598,True
fold_2,20260831,4,0.648806601957558,0.6678765567866238,True
fold_2,20260831,5,0.6562099990501903,0.6632424733855508,True
fold_2,20260831,6,0.6274455715628231,0.6663439523090016,False
fold_2,20260831,7,0.6150078925431943,0.6610977313735268,True
fold_2,20260831,8,0.6029867202627892,0.670104338906028,False
fold_2,20260831,9,0.5929634773653317,0.6634613654830239,False
fold_2,20260831,10,0.5915622905968061,0.6713592453436418,False
fold_2,20260831,11,0.5963998986225502,0.6707370367917147,False
fold_2,20260831,12,0.5781824097913855,0.6794497760859403,False
fold_2,20260831,13,0.5879801690968034,0.6647863713177767,False
fold_2,20260831,14,0.5854512499827965,0.6533552581613714,True
fold_2,20260831,15,0.5603269324972738,0.7503709430044347,False
fold_2,20260831,16,0.6205616051854651,0.6579030893065713,False
fold_2,20260831,17,0.5849426310825971,0.6572401035915721,False
fold_2,20260831,18,0.568746896351085,0.6568419315598227,False
fold_2,20260831,19,0.5753796365525987,0.650219714641571,True
fold_2,20260831,20,0.5716463701397765,0.6413429726253856,True
fold_2,20260831,21,0.5513410484479144,0.6400618943301114,True
fold_2,20260831,22,0.5418986169730916,0.6371116410602223,True
fold_2,20260831,23,0.5488233924691194,0.6222225796092641,True
fold_2,20260831,24,0.5382357251410391,0.6219725316221064,True
fold_2,20260831,25,0.520851276279275,0.6206642270088196,True
fold_2,20260831,26,0.514401840033874,0.6261743718927557,False
fold_2,20260831,27,0.5397479943200654,0.6269284920258955,False
fold_2,20260831,28,0.5178292810527327,0.6320682623169639,False
fold_2,20260831,29,0.5020574966287301,0.6173011563040993,True
fold_2,20260831,30,0.49257079448575286,0.608866583217274,True
fold_2,20260831,31,0.4863527432765836,0.6104590285908092,False
fold_2,20260831,32,0.46626631691564924,0.6351739829236811,False
fold_2,20260831,33,0.4721953265028062,0.6210524017160589,False
fold_2,20260831,34,0.49398400347217236,0.5991598844528199,True
fold_2,20260831,35,0.45432838505389644,0.6321741602637551,False
fold_2,20260831,36,0.44847776843052284,0.7476710167798128,False
fold_2,20260831,37,0.44692928494970785,0.6027254234660756,False
fold_2,20260831,38,0.433460041588428,0.6416548046198758,False
fold_2,20260831,39,0.409858058285869,0.6679086674343456,False
fold_2,20260831,40,0.4131886246157627,0.6698676542802291,False
fold_2,20260831,41,0.42253976222736384,0.6436929301782088,False
fold_2,20260831,42,0.3893909746525334,0.6382866209203547,False
fold_2,20260831,43,0.4223879934136384,0.6457342711361972,False
fold_2,20260831,44,0.4038904243045383,0.6201123996214433,False
fold_2,20260831,45,0.3813078578780679,0.730454251982949,False
fold_2,20260831,46,0.43160999746494044,0.6245417280630632,False
fold_3,20260829,1,0.6933679997576454,0.6948410335339998,True
fold_3,20260829,2,0.6776734507841871,0.712166450525585,False
fold_3,20260829,3,0.6545481092667993,0.7005207350379542,False
fold_3,20260829,4,0.6589012659354017,0.6786304837778995,True
fold_3,20260829,5,0.6418099751362222,0.6677079106632032,True
fold_3,20260829,6,0.6360871178566376,0.6610319865377325,True
fold_3,20260829,7,0.6270843224029321,0.6849490749208551,False
fold_3,20260829,8,0.631310251062316,0.6623945894994234,False
fold_3,20260829,9,0.6194601000388923,0.6535603184449045,True
fold_3,20260829,10,0.6107298183992419,0.6234333515167236,True
fold_3,20260829,11,0.6121125400410912,0.6515292431178846,False
fold_3,20260829,12,0.5974123281550545,0.6380484982540733,False
fold_3,20260829,13,0.5924224881078467,0.6691038483067563,False
fold_3,20260829,14,0.5854990906109011,0.6188287734985352,True
fold_3,20260829,15,0.5650906600704083,0.5946140414790103,True
fold_3,20260829,16,0.5582719617496336,0.6115509899039018,False
fold_3,20260829,17,0.5860964959067416,0.6145150253647252,False
fold_3,20260829,18,0.5518076375040705,0.632323189785606,False
fold_3,20260829,19,0.5245313175840874,0.5780038614022104,True
fold_3,20260829,20,0.5062193718948805,0.5711504283704256,True
fold_3,20260829,21,0.5195940808753747,0.5729246233638964,False
fold_3,20260829,22,0.48534540685615096,0.584313524396796,False
fold_3,20260829,23,0.5114005669693037,0.6087518303017867,False
fold_3,20260829,24,0.5307881504814059,0.721594512462616,False
fold_3,20260829,25,0.5153707183165357,0.5642045234379015,True
fold_3,20260829,26,0.4689817404471381,0.5494520538731625,True
fold_3,20260829,27,0.45595792556084647,0.5219676965161374,True
fold_3,20260829,28,0.4485173859348187,0.5236566882384451,False
fold_3,20260829,29,0.4429337065343912,0.5201984894903082,True
fold_3,20260829,30,0.45027612468410777,0.5095365235680028,True
fold_3,20260829,31,0.42586546283581356,0.5432096406033164,False
fold_3,20260829,32,0.42727033664725417,0.5136521584109256,False
fold_3,20260829,33,0.4518610941881389,0.5706055070224562,False
fold_3,20260829,34,0.4256405034506252,0.5756469808126751,False
fold_3,20260829,35,0.44005077560513006,0.5677273242097152,False
fold_3,20260829,36,0.41801413755885436,0.5405907536807814,False
fold_3,20260829,37,0.4379281082938861,0.5554432241540206,False
fold_3,20260829,38,0.4091636092332057,0.5405075424595883,False
fold_3,20260829,39,0.41061938584195395,0.5413530186602944,False
fold_3,20260829,40,0.3871686561948302,0.5015060776158383,True
fold_3,20260829,41,0.39766628170289053,0.5429887740235579,False
fold_3,20260829,42,0.42727062295627044,0.5071792241774107,False
fold_3,20260829,43,0.42233661523444116,0.5751399021399649,False
fold_3,20260829,44,0.39666579500099136,0.5075924741594415,False
fold_3,20260829,45,0.38116479660734276,0.532492458820343,False
fold_3,20260829,46,0.40652511454041984,0.613421851082852,False
fold_3,20260829,47,0.39981249973953115,0.5069623432661358,False
fold_3,20260829,48,0.39667955506054653,0.6200185920062818,False
fold_3,20260829,49,0.41433709463632173,0.5428543969204551,False
fold_3,20260829,50,0.3714071944614366,0.5587852440382305,False
fold_3,20260829,51,0.36507707954831203,0.51078284414191,False
fold_3,20260829,52,0.3392791348385673,0.6953556851336831,False
fold_3,20260830,1,0.6832426276510162,0.7093109331632915,True
fold_3,20260830,2,0.66552285893115,0.6863678913367423,True
fold_3,20260830,3,0.6502770667820308,0.6828531466032329,True
fold_3,20260830,4,0.6540040015485246,0.6781874989208422,True
fold_3,20260830,5,0.6400646426085103,0.6735100181479203,True
fold_3,20260830,6,0.6238846127697498,0.6562979346827457,True
fold_3,20260830,7,0.6236364667470744,0.6626794087259393,False
fold_3,20260830,8,0.6487188435703344,0.6563095450401306,False
fold_3,20260830,9,0.6188639912302094,0.6484333276748657,True
fold_3,20260830,10,0.6040944181425723,0.6432665837438483,True
fold_3,20260830,11,0.5876774143621412,0.6442466817404094,False
fold_3,20260830,12,0.5920875248192363,0.636258087660137,True
fold_3,20260830,13,0.5790605023072634,0.6459447396428961,False
fold_3,20260830,14,0.5754585717454811,0.6076373081458243,True
fold_3,20260830,15,0.5642074551540992,0.6695904198445772,False
fold_3,20260830,16,0.564391552712876,0.6361099544324373,False
fold_3,20260830,17,0.5745850594746584,0.6374247513319317,False
fold_3,20260830,18,0.5585152048596068,0.6345274260169581,False
fold_3,20260830,19,0.5266579992509302,0.5861408334029349,True
fold_3,20260830,20,0.5423416912211159,0.7126745236547369,False
fold_3,20260830,21,0.5878477528949694,0.6142838534555937,False
fold_3,20260830,22,0.5144561756552989,0.608631714394218,False
fold_3,20260830,23,0.5081158318271527,0.6352024611673857,False
fold_3,20260830,24,0.5221696079121849,0.6755300352447912,False
fold_3,20260830,25,0.4880875476522942,0.6648221329638833,False
fold_3,20260830,26,0.49934542437509305,0.6281375712470004,False
fold_3,20260830,27,0.48429636838119156,0.6133608692570737,False
fold_3,20260830,28,0.47938742424022257,0.6289844293343393,False
fold_3,20260830,29,0.48396830803397073,0.6075638689492878,False
fold_3,20260830,30,0.4448254235045758,0.5597305799785414,True
fold_3,20260830,31,0.4751392857876816,0.6473643560158578,False
fold_3,20260830,32,0.43276278579855243,0.6192148923873901,False
fold_3,20260830,33,0.4520102846140117,0.5967465733226976,False
fold_3,20260830,34,0.4374202134981321,0.5657874220295956,False
fold_3,20260830,35,0.41050896014092286,0.6328773498535156,False
fold_3,20260830,36,0.4526789605272988,0.5365389679607592,True
fold_3,20260830,37,0.4164407535784506,0.6166337979467291,False
fold_3,20260830,38,0.4205216556959759,0.5689612438804225,False
fold_3,20260830,39,0.440498274185754,0.6286811075712505,False
fold_3,20260830,40,0.48356915708911213,0.5654747235147577,False
fold_3,20260830,41,0.4269304943911602,0.5793067436469229,False
fold_3,20260830,42,0.4079631020912545,0.5692440396861026,False
fold_3,20260830,43,0.39916959439398925,0.6037590566434359,False
fold_3,20260830,44,0.38465345767192066,0.6103003276021857,False
fold_3,20260830,45,0.36871664010720445,0.6243867215357328,False
fold_3,20260830,46,0.41123932806742675,0.5929510718897769,False
fold_3,20260830,47,0.4048227107938314,0.5936944923902813,False
fold_3,20260830,48,0.3884192298602507,0.5574316037328619,False
fold_3,20260831,1,0.687829461056373,0.6962249028055292,True
fold_3,20260831,2,0.6662221716318516,0.6901242482034784,True
fold_3,20260831,3,0.6541203580839785,0.687171314892016,True
fold_3,20260831,4,0.6451091528627914,0.6738843102204172,True
fold_3,20260831,5,0.6421849503682527,0.667573094367981,True
fold_3,20260831,6,0.6250845590078762,0.644941436616998,True
fold_3,20260831,7,0.6171860291778697,0.6131080577248021,True
fold_3,20260831,8,0.6051223564010135,0.6425586719261972,False
fold_3,20260831,9,0.6201004826953646,0.6664845221921017,False
fold_3,20260831,10,0.5877445312593713,0.6247436812049464,False
fold_3,20260831,11,0.5803422510968468,0.6841914653778076,False
fold_3,20260831,12,0.5895959684959037,0.6262686534931785,False
fold_3,20260831,13,0.5725936775951717,0.6448426528980857,False
fold_3,20260831,14,0.5493618704680073,0.6374853535702354,False
fold_3,20260831,15,0.5423082390617084,0.6453879193255776,False
fold_3,20260831,16,0.5432400152173346,0.6260735737650018,False
fold_3,20260831,17,0.4994790748709199,0.6581505882112604,False
fold_3,20260831,18,0.5261432345891963,0.6321652813961631,False
fold_3,20260831,19,0.5033995541878519,0.6633934221769634,False
fold_4,20260829,1,0.6962348513114147,0.6924063691905901,True
fold_4,20260829,2,0.6935402154922485,0.6914447452507767,True
fold_4,20260829,3,0.6910455288031162,0.6861032422851113,True
fold_4,20260829,4,0.683126266186054,0.6729892842909869,True
fold_4,20260829,5,0.6879517711125888,0.6576868319043926,True
fold_4,20260829,6,0.6620418337675241,0.6407776954127293,True
fold_4,20260829,7,0.6476210233492729,0.6205229057985193,True
fold_4,20260829,8,0.6266233569536453,0.6293425571684744,False
fold_4,20260829,9,0.620372623969347,0.6386325604775372,False
fold_4,20260829,10,0.6465321320753831,0.6447849332117567,False
fold_4,20260829,11,0.6601924300193787,0.6216890250935274,False
fold_4,20260829,12,0.6289859337684436,0.6229810329044566,False
fold_4,20260829,13,0.6122252879998623,0.6370906788928836,False
fold_4,20260829,14,0.5776872237523397,0.6138269398726669,True
fold_4,20260829,15,0.583162125868675,0.607929033391616,True
fold_4,20260829,16,0.6214067446879852,0.6410742028086793,False
fold_4,20260829,17,0.6011916169753442,0.6046964748232972,True
fold_4,20260829,18,0.5801566609969506,0.6259985747290593,False
fold_4,20260829,19,0.5577065684856513,0.6226314843869677,False
fold_4,20260829,20,0.5579538574585547,0.6058552195044125,False
fold_4,20260829,21,0.5499823506061847,0.6111859129924401,False
fold_4,20260829,22,0.5803704070739257,0.7055493511405646,False
fold_4,20260829,23,0.6119129015849187,0.6243392462823906,False
fold_4,20260829,24,0.5477105952226199,0.6086383637259988,False
fold_4,20260829,25,0.5176142148482494,0.6102281434863221,False
fold_4,20260829,26,0.5139500391788971,0.6096218707514744,False
fold_4,20260829,27,0.4927606490942148,0.6174687053643021,False
fold_4,20260829,28,0.5175930383877877,0.642788382137523,False
fold_4,20260829,29,0.49261648532671803,0.6125751523410573,False
fold_4,20260830,1,0.6934950260015634,0.6879850953233009,True
fold_4,20260830,2,0.687282002889193,0.6698222440831801,True
fold_4,20260830,3,0.6852879875745529,0.6795411507288615,False
fold_4,20260830,4,0.674209808691954,0.6499114784539914,True
fold_4,20260830,5,0.6643880238899817,0.6288061188716515,True
fold_4,20260830,6,0.6935721299587152,0.6504074884395973,False
fold_4,20260830,7,0.6776916950176923,0.6507515626795152,False
fold_4,20260830,8,0.663496732711792,0.6438339714910469,False
fold_4,20260830,9,0.6613591588460482,0.6292102149888581,False
fold_4,20260830,10,0.6464640299479166,0.6221362667925218,True
fold_4,20260830,11,0.6153127826177157,0.6962520187976313,False
fold_4,20260830,12,0.6199439702889858,0.6212270972775478,True
fold_4,20260830,13,0.5944809630895272,0.6503160829637565,False
fold_4,20260830,14,0.5857469630547059,0.6259606679280599,False
fold_4,20260830,15,0.5852681062160394,0.6272331230780658,False
fold_4,20260830,16,0.6079175808490851,0.610876716819464,True
fold_4,20260830,17,0.5646827052801083,0.6124807128719255,False
fold_4,20260830,18,0.5627229335980538,0.622732821632834,False
fold_4,20260830,19,0.532559532385606,0.6412566982063592,False
fold_4,20260830,20,0.5348398440923446,0.6256574976677988,False
fold_4,20260830,21,0.500983728048129,0.6373746371736714,False
fold_4,20260830,22,0.5347629724404751,0.6400025638879514,False
fold_4,20260830,23,0.5348201722670824,0.6138226939182655,False
fold_4,20260830,24,0.5047125739929004,0.6233899733599495,False
fold_4,20260830,25,0.4972419585937109,0.6578386087043613,False
fold_4,20260830,26,0.5341279667157394,0.709753108959572,False
fold_4,20260830,27,0.513454856016697,0.6332431190154132,False
fold_4,20260830,28,0.5031683918757316,0.6219191142157012,False
fold_4,20260831,1,0.6937060157457987,0.6826478897356519,True
fold_4,20260831,2,0.6915930387301322,0.6803895258436016,True
fold_4,20260831,3,0.6802372015439547,0.6610445181528727,True
fold_4,20260831,4,0.6718111038208008,0.6511043193293553,True
fold_4,20260831,5,0.6658768944251232,0.643352350767921,True
fold_4,20260831,6,0.65820290797796,0.631571606093762,True
fold_4,20260831,7,0.6329767780426221,0.6156171420041252,True
fold_4,20260831,8,0.6441180247526902,0.6136854910383037,True
fold_4,20260831,9,0.6368568524336203,0.5995517606828727,True
fold_4,20260831,10,0.6016533527618799,0.6084999944649491,False
fold_4,20260831,11,0.569603096980315,0.6068892315322277,False
fold_4,20260831,12,0.5826045610965827,0.6124733809162589,False
fold_4,20260831,13,0.5512628012742752,0.6167012943941004,False
fold_4,20260831,14,0.5342921477097732,0.6440847527747061,False
fold_4,20260831,15,0.5592266153066586,0.6038638516968372,False
fold_4,20260831,16,0.5294174597813532,0.6508912233745351,False
fold_4,20260831,17,0.5103063170726483,0.6850786495442484,False
fold_4,20260831,18,0.5073760442244701,0.6029700788797117,False
fold_4,20260831,19,0.491868210144532,0.6661883288738775,False
fold_4,20260831,20,0.4898234919095651,0.6206769557560191,False
fold_4,20260831,21,0.4723067467029278,0.6443341386084463,False
fold_5,20260829,1,0.6950634638468425,0.6904959140285369,True
fold_5,20260829,2,0.6868520895640056,0.6696354131544789,True
fold_5,20260829,3,0.6917838348282708,0.6516403459733532,True
fold_5,20260829,4,0.6682776477601793,0.6482982270179256,True
fold_5,20260829,5,0.6610460599263509,0.6329758359539893,True
fold_5,20260829,6,0.6575912978914049,0.6349280726525092,False
fold_5,20260829,7,0.6427144394980536,0.6399331708108226,False
fold_5,20260829,8,0.6236800193786621,0.6085618176767903,True
fold_5,20260829,9,0.6245132777425978,0.5807032835099005,True
fold_5,20260829,10,0.6308580332332188,0.5837193054537619,False
fold_5,20260829,11,0.6253156847423977,0.5876119675174836,False
fold_5,20260829,12,0.6149115655157301,0.5843682923624592,False
fold_5,20260829,13,0.6064933949046665,0.5889646410942078,False
fold_5,20260829,14,0.600080582830641,0.6384873313288535,False
fold_5,20260829,15,0.6018217298719618,0.5942783355712891,False
fold_5,20260829,16,0.5831565472814771,0.5622066605475641,True
fold_5,20260829,17,0.5827560795678033,0.5759379517647528,False
fold_5,20260829,18,0.5726367168956332,0.5901545709179293,False
fold_5,20260829,19,0.5666891151004367,0.5706541807420792,False
fold_5,20260829,20,0.5502984947628445,0.563119271109181,False
fold_5,20260829,21,0.5375771125157675,0.5882314424360952,False
fold_5,20260829,22,0.5472479303677876,0.6209679284403401,False
fold_5,20260829,23,0.5437045534451802,0.5380452929004547,True
fold_5,20260829,24,0.5203203055593703,0.5620230743961949,False
fold_5,20260829,25,0.5271534151501126,0.6002629533890755,False
fold_5,20260829,26,0.5323704481124878,0.5496577428233239,False
fold_5,20260829,27,0.4977516214052836,0.5546924125763678,False
fold_5,20260829,28,0.5005683369106717,0.5233262392782396,True
