sample_id,nhle_list_entry,geographic_group_id,terrain_provenance_id,survey_year,source_resolution_m,processing_version,patch_size_m,acquisition_status,raw_qa_status,representation_qa_status,representations,qa_status,raw_sha256,patch_sha256,processed_sha256,cross_cell,overlap_group_id
E001P-a6b7209b6679,1016648,BNG_100KM_E2_N1,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,02878bacf9bb8314f83d1679a600a19278c4e3704e6234dc14ed3b5dae83104d,d4f5a41f3a8ed095bbb70adfc3088a7f234f0ad68eae88974538f43eb6121cfe,2ea2bc5c99fb9d90c06c0cb2c0883037fe5fe6d25d40e93f093c30ae38f7afcd,False,
E001P-a93713ddc738,1007739,BNG_100KM_E5_N4,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,052268f13430a823dff94498a2583d26ae59fd05b22cbbb7b1259109d4f0efe9,a2538a4d6876844817d01f43b6eed20d21ed22e6f0daf0ae98660ff7e3faa736,07f9b96e409e57f65c22deaeb755d6bdc96b3df63972edb77aa6cfa64a063a9e,False,
E001P-aa1f045560d2,1018255,BNG_100KM_E4_N4,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,90724d325585dc1600659aed830fa2c2a4c39bf23f0f4b122e84a44747930310,91c20ae1ff2e3e887f1fa1108b7b68ec72bc047fa3950a955b578459e03ef680,87adbd3c3b77a10112a449b0b0e0956abc53e1aa1da922907e707ce6b3d167a0,False,
E001P-ab4b8a5c2e43,1011164,BNG_100KM_E3_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,a9d299e6079b35e88cdc1b0de7fa38f098195ab7dbaaffe884f0b319846581e1,777e6d3fde588cca028c917b6c46bcb4dec2b6db140cf10dc5205b4ed11ea2f3,93d24242cb59875c2a3761890a6aed4f236959377a40169ccad2b93e54318e08,False,
E001P-ab89695df8a1,1008398,BNG_100KM_E4_N2,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,d436649edc65e3291aa1ee7c43fc5ea24927725c30d8e5e7c0fa05cf6ae1ba73,bcdc389c08b69403f94942bb5c792df920dfef5fa2068c2b9f8455a862c0f19c,1835c96ab86b160b075448833f65383663bbc202afbfcc23da686b5f285f8cbf,False,
E001P-ac6f8251f22c,1013586,BNG_100KM_E6_N3,EAP-8e32eccbc87e,2017,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,20d8ad85a9b11ba14a6a44a01ee11e40d9ce0cae426cc5746713a97b999f1da9,1d96e1114517fc5036b0f9315fa1e6f0c855e539fda4b18e02b3a3c5b06d8006,a12e580f5fd5c7ee8d753bd5a9fa6589f4e9f6725028ae33af83a21f5d4c1a94,False,
E001P-acdd418210f8,1010716,BNG_100KM_E4_N0,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,735ccb1f947a2ea3383c23baae750282c720608ba1ee2fbfb6828befd3bef35f,f8ad8d22145e63cdd7980523b4ca61227c93e680b02df317d3fd9d721d9103bb,d3151131b16b8da514d566db4821b0eaf15e957fd4049d55ea066207a42f057e,True,
E001P-ad8f6b645dad,1010104,BNG_100KM_E4_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,940db4a3cdbbcd80994af22ecd9da6b98be19995e674bea42be49bc469ee927f,3922a976cb0049d7bc4c93181403e13fa9501b004227abd5b64a102ac354fda5,80ce9b5e6d7eeb08018e28fa3004a606f7ddce3f1ec73733e0b1e963fcb1c2d6,False,
E001P-adbfcccc3eaa,1013435,BNG_100KM_E6_N2,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,e05147b0350843485b1b9e689ad8d41901a2175a1414b8447cd20718f4203e0d,1e8343dc85f217d9f141e39bc94f4735cf77951efdeb9b01a873b64200511ae5,838ff7f65e26fa9b4871fbd027b1450c61c202365be6e4873200f99b717ccef1,False,
E001P-ae308d084fdf,1009479,BNG_100KM_E5_N0,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,a6136ac00ceeb2f068abeee225f8e09ad49674071c2fac6e729e59ff3f6a4245,30579f943fd69b5955771aa819d07e00e2745650dcf6857bc7d83b01a3233f39,adc792bcf04b99c7d22efeff70ec4484e90554050921b6d919047163e80e171c,False,E001O-bfb367ad9636
E001P-af9277ffa00d,1016652,BNG_100KM_E2_N1,EAP-a800a13742ee,2022,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,16789ad0abc6690d619004813cedd7cc752da9d84723a3d1c79d64794af1aab8,ad13c7c4b9999f827a06a50c7061511ca923284e438d89ceb853a5306194a17f,dac951afd5463527c6e60ab71d4f0be3e68fc5494ad56933bb6216f3a2a060ba,False,
E001P-b048ffa78ee3,1011675,BNG_100KM_E4_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,9dbf2cd55c223eb14c46b01c21cf7bb00d2cff8e16df5c8cdf938e70984d58e8,1c2fb8ffe3d698ef6e3c6c1e61f3c19c36da24e66ad409f1986681a277ca6427,fefc1cf7bee2174fd1494a20a37b32fbeeaecb9eba311c419de133c0b1837a48,False,
E001P-b04ba3a7567e,1016107,BNG_100KM_E1_N0,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,b96a2f9fecf204584d8b9872a6ddcc69f25ab396a37dc5747477a05067c765da,5053746a3312bb43a3b693b0a359e2bf3a9a3880efcb92ecd5f7734777d9b472,7c4b381f9bba2869c61c1c80b19b27572b7429a620c687733a49470964310a10,False,
E001P-b1d5a1bbf5c6,1016077,BNG_100KM_E3_N1,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,19fcfd08d7dc03a82edc8311e2a21823e0fd89a498b9de2d52e4f9359ef385cb,5f978a76e6dc5c65e45f9bb81065f8ef576cc78416edec5ad9c40447984f1303,9e83b1b5ee54ef738f145df877d5c240d5534d059cbefa968c63819737edd3cd,False,
E001P-b2e972d73ca7,1011156,BNG_100KM_E3_N5,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,4e19343afdcd29907f86e8f614ab5a468d3e9617e9f8fcaa4187308d1bebd7cb,84b680cf53b8e4e9df14b38c2c1c0ea17312008309337bd0d2a9da70fa81c3a3,1956ea0b1d942fccb4d6a800ddb3ad98adbbaaf585cdd34f8330430a4404576c,False,
E001P-b446bc58ac34,1013114,BNG_100KM_E4_N1,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,15bf77248fc282c4c1d27f4c13d4b1052c3c26c90f6180fc7e23b10ad2984c78,f35b6f5cfa368be3459fc7b8f75e006384868bbcf713d1d694abd7c7314ffa39,d0b6dc1ba741229c1157f8a04591be9a888c11c3db7097ffe38c01bd67f4332a,False,
E001P-b497d571efb3,1016229,BNG_100KM_E2_N1,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,c6f11511a4e4a5037e37cf5c53e14cd46a8657b04f12e078a88940f39f503364,1b179e24c566f08f8b0ec1089429fb358a44e9b69c7fff08db091a6b97838b87,202fc8c666f2c109f06cdc68415a19ef26a8becaf6207fff29791c8c4895a7da,False,
E001P-b6647b399da4,1018586,BNG_100KM_E5_N3,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,72ec320b4c0380e09410dec9edbddadf5bf076fb42e0f86fd6084adab3b95f9b,f389fadc9bbb077ff656f8f6c3a5be53bc5e61e8019c137b1ec39ba7ca9f7fa0,8368de30f052d06bf25fda3c9db44129505b0a59d5456458d1e6496a7252e691,False,
E001P-b6a48db17569,1011151,BNG_100KM_E3_N5,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,d98f7ed1e00b517de6d1809777f9d418d197a327396afead7471ef27676767c8,19bbb1e21243fc2383ed3f41fc667790ccf37be855b794652b0793d4e7093995,67ae3c5efb7be582e138765a16c5b14d290612ef7bca1a3e9d0f7408090e370a,False,
E001P-b82277f95fd9,1021063,BNG_100KM_E2_N1,EAP-a800a13742ee,2022,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,f4427e1e7ebad3d3b3dab9cb28bfaf3f9579ec0c599fa33266fe556ebe9d137d,6ada839efcc15cdae25ad913024eed90f01ece65e1cd6766a72fd84298aea927,064aee27c98d6eea1421d638e6b719b242ce62eef6109a755504bcb5a9f4d2de,False,
E001P-b9597d67e19a,1012719,BNG_100KM_E4_N0,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,5fb4dc2a8627d85feb80b8b4797a23e354689632290de7f29235c5abfc2fbd93,6c0bd7eda3729a4bd06d8d556d8f3d2b13118dbf49cd8d7fb071135a979fc4ab,67579403f5306d7b8891b8c5f9c9bac3cbe0bcc2490aa0d8a4e9a6b6270e3273,False,
E001P-ba15773afd1f,1015592,BNG_100KM_E4_N2,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,b3bc94f51001d9cd2d31914057f7aa462e6efdfab2d8f102a86971affcc75d5d,5cbade9099dd60847db596dec2458bdd7c817a7e70dcad0add2b98d26f1b82b4,ab1249414c1b220cadd54b894ff48eb9c8a057bd5509b42467828c23524d204c,False,
E001P-bb42152a436b,1009768,BNG_100KM_E3_N1,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,00699ba8444d751b9e5be4f3670a3e9a0a971e7aeb853b6b772cf8f6ef618e8b,a288a4f68bd1136f76884a4749374022200cc7a1bd82271bd6f034ae0e0dc142,eea6bcf3703f3d618001984dfecedb244a9b18ca4d71473c24cb700faaba6d1a,False,
E001P-bc8bda069ff9,1014562,BNG_100KM_E4_N2,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,6c102acaf5238bb1f13229ccd8b6bf592a1c1a47d0b502f625d8e26d045fcc4f,3d7ff9b38211fb19728760764de90ea89c572aab886752e908119646d697396e,33a1fdad1963ba4aefc4fdfb4e5ab534f0a9b06eed429cc7cc1bccbd9989d6c3,False,
E001P-bd24a8dc2724,1007400,BNG_100KM_E3_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,14df674dddf8e82b8f6b6443372ff1f33cd3de8279bd561fe094bbb1d657b7ad,42e196bf2ad107da9f649dce6380dfddbfdb6b2492348606b930afe16d331edd,dfaef26667e6a11ef001b68bc69a5a32157e0fd9ae694869c63e6d26b096cde9,False,
E001P-be17ba6347d6,1009078,BNG_100KM_E5_N0,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,bd8cebfea39e4e57a995ed50bb489819f78d88ceb749989db4fa713d7fc1e5f4,444b7bc9d82c6c7773a9712e0c799437a714a55505949d93e85d3bca21317016,fa35a437b6dbc99949e8299209cdbd1fa5ccfa9c89e39ea683b35c092befb3a9,False,
E001P-be692e22a0c8,1016662,BNG_100KM_E3_N2,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,8c247b2fe083e09eba7279a0004e6727b5706c18ee739549319c4212d27d10d4,7bd4bdc6c5dccd39c9840d9149eb6fc37fc905ed5bd02187b0a2fee92280de80,30ac812c07c9c3e2c686cd49fdb27c27b05143a0e2fb252fcff2e7efd8d3b734,False,
E001P-beb6ae3e2113,1012301,BNG_100KM_E4_N1,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,b2736fac294df4b84247a341d6f46fc8d41f8f8d2b60a77198280c7246939646,bcc22019ebea0f093d8bdbab94bb19dbe5105f2f960093673d3d2650f0bc3d44,dcf33b90f1eb7dad56d67a0ecefad21c28d62d39b769239f731080bc4e45188d,False,
E001P-bed970cad661,1008025,BNG_100KM_E3_N0,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,2749165009d54ce31a4f0a6ff6286389d82e7fb6939f867fc60ba66384d8bd86,075052ea1cc4fc972a93e12a6552d6b1dd353de2623af415e516fb974158e971,bbc990e28e0e98a3710b52ff0222ee7371b01d33b300e1091e81509b9db8e25a,True,
E001P-bf91fc4d53ef,1013585,BNG_100KM_E6_N3,EAP-8e32eccbc87e,2017,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,32967163fa24c4738caaa91ca5a3083546cde0ace44348fc1478de1bee250f4f,10b1c26fe46fd674cb23ee3d4cfc21016ccfc5860727abe8f4998377e242fd8d,73c175aab48026b5819ba220a21a64d48e94f02d040e6026c19c6f1969a85758,False,
E001P-c00465ce46b8,1011719,BNG_100KM_E5_N2,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,93b2e3ba95c335d68e65fefc2b87b549548f7633cba2229466f0069a29078756,d3af3d9b67a20501dcac1b4224f117a183a301fe858ae32ea545bfc8cc9d79a3,88b7ccd671ec0e5d277e2aa05970819f2301a7811b868d5aceb6aeb9656a2b9f,False,
E001P-c13d981438dd,1009114,BNG_100KM_E3_N4,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,74504caec71e089c5024e403d2083729b3e26763355d37a9d074dbbe61f1c2ba,a4e15dbe45eef83a5b682adc2f8a92c5c6daaf707ca1d422244cd898e0dbc2b8,5ced3f565c477fbf4da4eb9f4c16044a333d108dad2b83e66555cc3a7f480ea7,False,E001O-9a72378c429b
E001P-c3ce192ac386,1010145,BNG_100KM_E4_N1,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,13c15bc0925d44a43e7eb056b9a20214bc5333f88f023d650465f2932c05e0ca,7e1b8cc67108607e11fa9cbd883ae8d933cec8df9fddc41e94c30de5a7c752d0,4843c10dea6fa41a761ddc0bea842dfb3563a08c047c3e7ed8ba6068bf477c41,False,
E001P-c68349bccdb7,1013459,BNG_100KM_E4_N4,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,4674b86ef79d0588af324cf020cc8ce0a1ed4d893da4ccc830ba588a8c9f6ad1,cb82ca51eac3e6d0af121511ae7a1553fe4d0cccd0667867064d8d79d7e164f3,53c174c6edc4f24b30e4085f4351253de806a16bfa077d9993ab5f0cc569d59c,False,
E001P-c810ebd592ef,1017082,BNG_100KM_E4_N2,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,66ad3461599bfb1490cf4d414bb1de60c7a58e0296b7e2482ebe6bd136804c68,900781f2182b7571375d2f968107ed20307483a289abcc1f572277b5bdcf8e87,db1870fee260ab0c6216bd12f7b5cba9837fc4ab29037aa8280d37e8ce0714fc,False,
E001P-c94f4fa8672a,1009315,BNG_100KM_E3_N3,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,815b446e85c60dfca40bb522e4502a6aadbfba559d7918c139d13ae435cdcfe7,97d75ee129674952ecdd2227c3a9524ba7f13196b63e4df44e1026d23f11b669,ffd596450afa872458581162c93c27e6af1b5486c0c8c3b06aabfe8c99304a3e,False,
E001P-c958c3e1456d,1007631,BNG_100KM_E3_N3,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,22bbd05131d26e8153faf093158d1faaf3d21d2580c839b1c3cdb72022a9227d,baadd6736946f36395605deb1e6f6ed3219b3479c11118e1a8cfdb9df906bc3b,e9964231a69737037d08bb66f7c5803fc3a77571f6bbadec1528d1978d472aad,False,
E001P-c9eb2082a2a7,1011976,BNG_100KM_E4_N5,EAP-4f02812edece,2016,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,716552d4c12b9d5281643d6f8239443a00448558c654be8f9889c30629ab811b,2864e538d169bc1d1c5269ca8444bb24bde3033cbca1e04b40c9b9d3c1c93752,54c4995111c9b8e7645e816dc5c99ba7fdc3fe34aac3af3873d844918ffe82c5,False,
E001P-ca71b78f5db2,1008130,BNG_100KM_E5_N4,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,a3b7f93bd38174ec22a2d8fa3268cff28a6d8895e46009ea6c53fdeb502dc538,a667b83d3b47b61a7179ebea642459a745499feaf8742bcdb98815681ba0972e,ac3240de8678cf68ce8dc95d12cbeb46dd9ee5f9e6bc7625d687be3ab0384297,True,
E001P-cb0eaab1509f,1017577,BNG_100KM_E6_N2,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,69e75d6d2bccc25b0b637e3be1fd7aea8cccf1acb17dbce7a01007874f5ef62d,8f1033bd1d94a7a9f544592ca8cc9d4b69b427f284dba70c3ba3ed133a74a7e4,91d2a1eb7a221dfe07027b429ff60dae439cb086dcd28ff3343bd2848a737cf2,False,
E001P-cc79e09b0c3c,1016971,BNG_100KM_E2_N1,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,9eb84a4379927962b9d847844ea13a0c8701457e488d1e4dc0605f25b73f74ed,fec61a62088f87aeef76a03dd3e3dccd5fd6f37b3fc38b09f2d00bdd0e3ca28f,c58a1b4740dd9532d3124d53df1afcd42d09409dba5ae472ce9ccede8e1f50cf,False,
E001P-d01f65e0ca55,1010420,BNG_100KM_E3_N1,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,6a9cdca566323d1d96033028fbc2cf3526239c3cdd366286d1feb2faf76d8e52,1089e63e3a3acb0bec8a821a72055625e6e0237d47ca2bb6148825f223732203,1e5795068624b262425c1a3e042c466bcaa187605122b0aa03627f0ecec96c54,False,
E001P-d05ba46eba87,1018044,BNG_100KM_E5_N2,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,04a8a20e25227cd44728c5779d7a44a9e54c42febf6cfbc4ecb5e24cfaa14217,fff239cc25cee62edebc4e18f0c5d30e7dc1f1a19dda63d82b113166d14734f5,0053f016a67685b12bcc64f10fb6d67dc7a7d809d46f885d57decb5bc9b71e87,False,
E001P-d2be901f48be,1017076,BNG_100KM_E4_N2,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,23c487cf132753dc94b6bb5c7c84b5e68a16996df1b784713d6320a342a54f2c,38352908c27b36d29649c7dac6bb999903343e638dc3cfd6a5ddae32db30c888,0bd0392332bc6f0d1fa52818826bc8136a18a6fdd78cc4f95e7094c44fc32b04,False,
E001P-d35e992305f2,1007632,BNG_100KM_E3_N3,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,5d9126545525abd178e02499f42bf181105c01e117b4dc789bc784c6cdf37eae,29a425c3ea0e64f95eb3fd5211e27231c9c5ddd787f8483323e8c6b5f3ab3bbe,df862097cf7eec581e232e65a0bf043102e35509f65e90e04611f9b34f4a92c8,False,
E001P-d37b1dbeb789,1017971,BNG_100KM_E2_N0,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,a4338866f9c17d400c9dd9168436ab57f1e6adc6871254336281ec349074982f,aa7bb6f7f44a1325f67dc0b7a476fdefbf90d21153205cfdd00d302f8b894bbc,9b62aecd117bc132caa17dfa0dcba56cb4a86dc41318b8c48a39953a3c27f2f6,False,
E001P-d415159e0d4b,1015116,BNG_100KM_E5_N1,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,9c808232fdc9b2cdb8b1c8ad0f7759664021926e7471f17bf0d77b7b299a8dc8,4e02a6ce883622c42ae3fc76bb769fcb790ea13c2629bbd0b6d5fe5d40dc5d3a,bf0587ae0c416dda73abebab36d42085a4f37765e4fbcac80053270244b3e789,False,
E001P-d4cac74e4d94,1007383,BNG_100KM_E3_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,244f67bbecaa39477623b3a46e86ce54cfc98d8fb69ab6b0dda100880cb22237,f60b516e06032e1b528bfa6f0a0e1ac04bd57ff577d23613b48feb9adb4048ae,552e24ef6d045622ab4fb44de3a15a0ec5e0de23132334032f708e6a0368177c,False,
E001P-d535994ea44d,1007569,BNG_100KM_E4_N4,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,401a3e02e814577feb010cbc943fc7a3edc191ff3c78aacf32b48d164e3e8194,bfc944906e1c3253a49622eaa4258b478eee0b696c813268d022b8125d730290,d327d65690dc0a1ba08007252e0ffa7d34d326fa84a40b099c1dd4dbf789c083,False,
E001P-d5b27f85a53f,1008909,BNG_100KM_E3_N4,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,2d420b694882c45523d4a043da1bb67184ed4a872c5b9ba61ce6947a32ebb5b9,fe7afcb876aeea979b9834bcc47dee19fc7b432b69da33bc29cba3a3bd14ded2,82c7861c69799f336660f924c31b4c8499a7fda9198d54d13c65e6a1281080a5,False,
E001P-d5f2f58d2c99,1012115,BNG_100KM_E6_N1,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,3bd3e448db4321c6e02a62a6a0d7f71974a457556340ee62b2f477a38153d2b6,6a93cd9947d88317bb2fbc1f7fdeb6c65a9daf70c2faed68429e1172d37f9325,7175d134583fa1d172b6889ab0cccccf6dbf0e8612ca819fdf83b9feff73d744,False,
E001P-d68c620e09d5,1008509,BNG_100KM_E6_N2,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,49417fa66be29b75489747123e4952b187e7018ce6fd28e9302fd3dd7727dd69,63efff870b93381504a903c7bf1a68a0cc9933528b05f1fe7d0635819e510b1e,eb5d949822869e8ef3ab7794556673884cd6c39ef210de923f3f7ac2b4841bd4,False,E001O-45e9ba342c62
E001P-d6ca6a9acbbd,1007396,BNG_100KM_E3_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,2c8797cbc3376b81f1536e31cc066c710f3dd2f36daf9b42049871e109abc6bc,bb6f093454958367ff54c3442b687f25db148f999a80ae38685f22dcc4473cc4,9f72edf7a98130562662402364b375ea6ae57927971eba7b5a426b991cb2a878,False,
E001P-d7a1503d81f6,1013624,BNG_100KM_E5_N4,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,2f6b5a39daa6cb252d58636de7a03ffd8a3791769613f6bfc45b7a0dad913652,99fc0a9dc31563d404fa545dbaa2dea59d6f2a8c29528b9d84b2a9850967d25f,56348359f9cef4ce33a621c7f02460b2be9808828302a4983cc6165ef5a19e38,False,
E001P-d826a3044e26,1008134,BNG_100KM_E5_N4,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,c1a1751c3dba89d266fa1a3d3528bf72dae7629ae58f4f0afbfc4796ff3508be,0bce02a4b05dd4d5de0e2e5a891bf18d8b90c145630920f70d8479383925fae5,dda5f27bcf3842a3c63ffbd2b1e283ec00fba5c8c9c07a990b8dfac315dbbd4e,False,
E001P-d899cac3c4d4,1011274,BNG_100KM_E4_N5,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,16dd7666fb6f68bab531dc8e05c3592b4446eb7f457d2ec054f809f880a948ec,cba65a5d2e1fe469b2f5b069c83c5f7762be10eadd05b53e3dfbca85d0907155,e1e2edab72677f32ec81d251b6e9fed1878e4070e3dd83262febef74cada7065,False,E001O-312cb30204a0
E001P-d9201e89d8a7,1011121,BNG_100KM_E3_N3,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,9ff81918daca69deee50e5d02f9f1b8b8607412192e0ba3b25982b2f005e8ac9,6f23d994acc01d5a178d7921b5447562cdf7489599903b20434e9f914965e745,29f165fb4d23d634ebd8f88f244c297b0a0fe4bef6a568220a0c1c5d93f2600c,False,
