sample_id,nhle_list_entry,geographic_group_id,terrain_provenance_id,survey_year,source_resolution_m,processing_version,patch_size_m,acquisition_status,raw_qa_status,representation_qa_status,representations,qa_status,raw_sha256,patch_sha256,processed_sha256,cross_cell,overlap_group_id
E001P-d9f95e05d5ee,1009346,BNG_100KM_E5_N4,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,9d953da01c91844f0f0c56bf43598f77259667ac7754f2d4bc565f9591afed6b,9b061be7d6b4567aa5a105f5dfbc4a5822f74af016605de6706b8be8ce5fc8ec,38b089a83fcae22c49692ae912a50f1db40061a6d80458eb5c8ef65515167298,False,
E001P-db184654c6a8,1013858,BNG_100KM_E4_N4,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,d0841092a3637e00df3045225640b24ff4e8236bca36f07b46605742368a61ce,a9f7c37a04f4cd77e9d596f1903ca9bbd74c9e8f4899ad4ab78e82c4249a37aa,4c4a5aa8ec320aa04f5aca89e50789ab5b78d98177fcd10f24070af73b2b634b,False,
E001P-dbe1e64705ea,1012089,BNG_100KM_E4_N4,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,60d13bbba3ca03bb017dc341a6e5f1c6c7bcd7c23515b3dc5ccd6bd55e9ddad3,09ffcd1359d37c79fe9d759e91ca9a437f093bafbce824e0fec3d4b3b49e9654,e6c5cbd4a0524785e32483aa8565ec69d3326ea315caf98604c8810eac1d3e65,False,
E001P-dbe87b4fb671,1008299,BNG_100KM_E3_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,1f47693fb8d24b9cc9884dfeb97d1e801f2554403a4b3b7ff7fefa7f24031801,4443ce4352d9848b75486702a62dbffd7ebb025bca7d865f7629461d3d327539,dbf069d1d65387e48ba6a0f7497343b61f0383e38ba40a3c1eb152cbf2b90ff6,False,
E001P-dea11a729f77,1008625,BNG_100KM_E3_N2,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,cc0d9c7fab9f49e8b6fc0226648f2f19c599b290c6360d0cfd12f901df5bdcd3,90ab4802477816440deb69334dd8fce52a4c69715e20d3dc4cf2a523e4549319,023e7ad522cffa512ce729b1358c781c2979be60714471568c7789d9b433fe85,False,
E001P-dec8a43c6ea2,1008136,BNG_100KM_E5_N4,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,0e847028930a4a681a2ca74e79f7b604508275a37e7558b2eccbbaa8dab324a9,fe248150c58b68d5e222cf16b0b1beabf7db5757ce812c41255350571fef3177,620ad97a9fa6d57d299afe7eb88733b3af92570548d83e82395082e249388be3,False,
E001P-dee6461e295b,1009353,BNG_100KM_E4_N2,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,f14fdfea1449fe0a527f601a8d2801f32437efb124c48d6840dc28faacba085c,b1078645661f597011446ea73e7e7205ea4bdd54d63b325c50872704e37f2dd5,48b0934122cc6f8e1315276282959e0408795f3a5d7623ccc06be557f169d50e,False,
E001P-def71080bded,1010281,BNG_100KM_E3_N1,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,8baa08a7c076f62dde12c129f02d52a61bfb76e632f606b6cd2c068e60ab4186,11b9fd290701640d9094ec781041f42c639faa29ee7a94169ebabedadf17c579,f4cd9c8fae029919b48dfb29ec43d5a0919e2e09bd59dad382f49bd69666c23e,False,
E001P-dffc51f4d16a,1009457,BNG_100KM_E4_N1,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,bf8892f1386802f857f8a17e7594d27c44943bc607df335a501aac674713dbce,acac90191c729894f9a3946bd6563ddf1e30166321d946151261ac9224d555cd,e64f0c069baa2ce40b659b642fd68bcb42a07f53106e71e830f9339f9f24760c,False,
E001P-e44dbbee465b,1013563,BNG_100KM_E6_N3,EAP-8e32eccbc87e,2017,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,0c3a95f1dabdbc0dae2100a9756d2b94cfbfba7a38acb7c5734211fad640763f,bc4f2c2424f29ae62e487367f368673487e17c926c19bb9800fe7ae59fc30fc7,536881da020d1833a0a33b74428ccbff74776cd92c09c59e2a70a2a49a5c17a9,False,
E001P-e49100d76695,1018525,BNG_100KM_E2_N1,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,5e42ae55bf0753b71b3fe7a3f0cba6179543b592713e1ff502e13cbab9f45b37,284a2088f5e20c5b75c9717a56f9765998a8d57fc277d386019f08b3e8ea6d2d,188490d966c6e814a2712b7eae3a269c4bbddb1ad4ef3ba2abf1e8eb3dc5ef5d,False,
E001P-e7c07c599135,1008189,BNG_100KM_E5_N2,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,519316f5c8e6f87ebbe24f6396d454fca2551de8b479c878dae315c1f695c7d4,5a026c0ef876840a7c8821c85a6f9d4d721d9e934f41d72eae8748aa1d4261d6,52273977750b70eb265eddd2b954e47165640f2bba5699b93d501e839d7e05b7,False,
E001P-ea8876a5aedf,1013648,BNG_100KM_E4_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,69550b40d58a85219a0f82cf3f3fb2c2daf307c2b6421dfdb9b0aa439c6cff2b,796b1587ca8d27c2e9e5cf3081be7cbc70525a841dc4ccd6499c664bb2709436,40a1d6655437fff502905f0e07577e8d2860e0ea8d40851ee4e5abc37d6b71c1,False,
E001P-ead28cd20edd,1002472,BNG_100KM_E3_N1,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,a089e2d4383597aec054991b233c6c1f88419bb87b430fb50976af00a113146c,835fa3c84dce61f3403a0a469b4c8953d27bfc3f780ea5c1517b8ed1e3cf196b,d762b567d2ac90fc17bce39c588680b4104b96acb0f74b590a148bfb21d375b3,False,
E001P-eb882117591f,1008908,BNG_100KM_E3_N4,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,ff930fe8ce7135295597f279517370dcd8ee424d1b16dbdb8928246f4081b3eb,5ff21ca74a0f88c8c4c336dc6d780f00cd6e6f33e03ac3ab38487d371169ab64,68a1dc9be840dd23c0c495a1456cf57b34ca661bacede6ffdc79b0eeb087600f,False,
E001P-ec0047b39f8f,1020476,BNG_100KM_E2_N0,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,11880c67f434a22594013e4a3661b17a8895456aa7039afa271af00ed6f1f4fc,c0808ea9fecabec5f651029a106d1934dc16b58916003290685a14aacc575002,a7e349020208e3db253c99b7d9be44aa5f5795185acdff66d35a312cc0e7e872,False,
E001P-ec892081790d,1011166,BNG_100KM_E3_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,864d508db43298bced748c14c2dd0ec16f5cd8a317f98f23df6968f42e589859,38601491cb3dd41012036819cbb782f83db36204ea2447e8a8b637c756f0bf63,0898a732ff12864845d10993520aa270f1ae23479c4b019740aaa0c997cfbf93,False,
E001P-ecb6276921f3,1003105,BNG_100KM_E1_N0,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,8e364b4c9e8b09c7a886aad9c25ecfa5198e15da2da2b83f7c56ac73bd58626a,e1f67bf1c48b3b03cee364253848d43dc61171b03ee4cee0fa39d1eeaa9a1a97,6624245bb4e0f2683ddc78f339d67519aa7d34680004f3645a13c8ce23d77764,False,
E001P-ed16f86c905c,1017071,BNG_100KM_E3_N1,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,f4860e601b63151ed23157699a9f1ee6bb057d1c20e73485147da6fd6ad5d552,86d8e46d6c9b1f1d5a92be1f07f5abbc27bc6f2c958b6f3c432738cda0eabcb1,d09a75bf2dbb457262c75ba13b0150162f3882e8aaf9fa13a3ee5c8be2621999,False,
E001P-ed49aa8e90b4,1015120,BNG_100KM_E5_N1,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,c0c9a2a6d5bb531c1bac47d1855f336ecc22c1ffaba6132d7da8254844f248ac,eb89653e7dbd63185f172e0238788047e613e91e2e9910a392745cfda00aa791,e4a74743ec61b4a2c4343b121695ccea16ecdad2cc846756fd55e1d9d3c6f45b,False,
E001P-ee3e69ef261b,1018097,BNG_100KM_E5_N2,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,eb7c64cbc12e64697a956eb377294f642328316497a453b82b527a632df390cb,ec48806c338d84b65d33c479a61513f76d7bd970c396a9ba6cb8a6fb3dee523e,9dc89fcdc7be7686de638c3f42db20234915d30e16ed53d5828e7673a89785f1,False,
E001P-f0ae7e6ae501,1016281,BNG_100KM_E3_N0,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,62ada56b5209d7163f21b8190a26165c4c17e5d370bdbe9bc2f39662b09bad8a,d90e12677c141ca337e1413b1fb7935ca70b64da7ed3ef9d907e701d65b08ada,2bec3b85f6d685fcb2fe707859507a201ff71ad02ffdbfa4a90a5294b53ec705,False,
E001P-f1be9660d910,1008235,BNG_100KM_E3_N5,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,15a73e2c9db82bdd68a0657d148d24696dac4759942b8761ececd2489889fec0,41d56ffaffd740dfffdd3d718da6bf0e4cf53100d8cfd082f48738ea405beb32,d9ee71b0d050a207b6d623928fe1979ebdd599517f022c5a2e6449786a1fb27a,False,
E001P-f416693c10e6,1009019,BNG_100KM_E6_N1,EAP-8e32eccbc87e,2017,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,acb35da7d145d8279f122d7d19d5392440a23905656a723b67ce332caf2b78c1,469c06d2532dd73af3edf5913a69d4f0803149d95672fd59f36fb3f73d3d033a,0852c7f0fb6dcbf925fecbd7ba5a8ad695512fb331508337424486e342d117ad,False,
E001P-f5ffb5cb1dee,1017905,BNG_100KM_E4_N1,EAP-71ad6a50942e,2021,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,c3c2fada5d0dbe2dd0b9221141e8b0096a811e633e1f874f49f33d356ca49d22,9c7d25aecbeadda92589d9840c43c4788dd5d83fd1936c3c6219c886b1bc567a,cedaace95b3c0186662c6624aecf396ee2b05970f7409801e043cf15f9d7c261,False,
E001P-f6add1114362,1008918,BNG_100KM_E3_N4,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,e7e0beff6f5f197bb76d07b4c636fc29ffc661e3b77f0a85eacdc330470abd64,a477055511f92d29f406687c2e4c70cba090b9c48b0bab8b769efa56ba0d00a0,cd59a99acc4ca3900cdbcb58ef19efe2aebc165080dfc4a30e02ff83eab27cdd,False,
E001P-f700a62fdf9f,1007624,BNG_100KM_E3_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,3f508c902cddb88ea5622df2d444ff268a26b733c334d4ca908002f2d738d641,87f96cd6d3a80511322fcf2e9a5bd6a8992cd4dd97ef001f429b91700ac05877,ea31b13a7588dbfa19ca9b3e35b9873f09410591601b4a9547e280991baeb2c8,False,
E001P-f8c00621713c,1012820,BNG_100KM_E3_N5,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,d3a7367f29228e969b2d8d2b54fd0771eacd17370a61a1298932163fcfbe207d,f9cdf17cfa9612bcaf51cadfe4919e13370d0fe998b85c45c8c467a6404a9ed3,f1a545e9f75c88f184e0f0ba6639f7d23de3986a7d3ac93487eec1c6b3987a01,False,
E001P-f961a41b2478,1012990,BNG_100KM_E4_N0,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,66f51c40f8118f9137a2a1889ba80c351434b25838911456a2a676bd15921a6e,a76857819dacd702acb8e014fdd7a21de37a983fed1d9314b07f16a48def5ad4,dfd7eac2d64c297a291264579e3e885b95d84a9319afe58befe678f9bcde687c,False,
E001P-f99b991c051b,1004358,BNG_100KM_E1_N0,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,d52835aadcfa2b0ee487f30f838a3493df58ef217b6262a03d0d0d7e6c0bda6d,4c32d5e5aa14fbcfad56349554b6b73585b2e1dc77d1bb93670351f28618c364,d15680411b68fdd2e204a6b9b8536c8529e321ffea2eac8246402c5c2d4f6cd1,False,
E001P-fb3a568b3188,1018307,BNG_100KM_E5_N2,EAP-d85b0f0821f9,2018,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,fbde225002ccccf439ddd5d05588abd35c0ed077e2c3e59cf602a22ab5cf8172,312d10fb8777fbddf205ab6252beee2bc142200ae814a325ba9ee69c1f568d4c,f33694ce2bfca7f302b6ce73170be69f515b601be0ba5da9e6462ca99d29a7eb,False,
E001P-fd832109e585,1009082,BNG_100KM_E5_N1,EAP-d3a871d4f09e,2019,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,bbf9f0d7ed63776a493d642308051acdb3342372ccebeff1fe9f691efe98e363,f22d16242f148db41ce21d41d024aa42e774e6d9e83fb07bbadf7ec1019a1fb3,2510a341877e218fc0f52b84ef4ad415b1d8927510401f63058db8f2c7668c53,False,
E001P-fe0696ef5e8b,1018154,BNG_100KM_E4_N2,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,cbf4825c5d80767ae2a03003f144c733a6eb4c1e254ec8d83c1ff528961bebb0,e67ab379844e2ca7cf981b2c70e13ca5de9a7c64561e9c60370781b27e10a0a1,f916586134ea32e7687f106f5fcd9bef495cb692ea314b9d6f9236a84b5c81a3,False,
E001P-fe71885ad3de,1007394,BNG_100KM_E3_N3,EAP-c590a5cb0139,2020,1.0,e001-terrain-v1,128,verified,pass,pass,elevation_normalized;slope_degrees;hillshade_315_45;local_relief_r16m,pass,d53bc71e5a957d6bf411e54e87ee16befa9c1947eb584d71e8952c30481e152e,4ab21da262a9913aae4eb7f3f4d1102fbe3f6a13ebc555b64f55d63847cfd9d5,e1d45867936141fc3e7f0277b83bfec54271b5283a33996b70cf91474fc1721a,False,
